C:\Users\user\OneDrive\Рабочий стол\IMG\center_2023_04_29_12_03_42_973.jpg,C:\Users\user\OneDrive\Рабочий стол\IMG\left_2023_04_29_12_03_42_973.jpg,C:\Users\user\OneDrive\Рабочий стол\IMG\right_2023_04_29_12_03_42_973.jpg,0,0,0,5.003921E-06
C:\Users\user\OneDrive\Рабочий стол\IMG\center_2023_04_29_12_03_43_040.jpg,C:\Users\user\OneDrive\Рабочий стол\IMG\left_2023_04_29_12_03_43_040.jpg,C:\Users\user\OneDrive\Рабочий стол\IMG\right_2023_04_29_12_03_43_040.jpg,0,0,0,2.711749E-06
C:\Users\user\OneDrive\Рабочий стол\IMG\center_2023_04_29_12_03_43_144.jpg,C:\Users\user\OneDrive\Рабочий стол\IMG\left_2023_04_29_12_03_43_144.jpg,C:\Users\user\OneDrive\Рабочий стол\IMG\right_2023_04_29_12_03_43_144.jpg,0,0,0,9.087656E-06
C:\Users\user\OneDrive\Рабочий стол\IMG\center_2023_04_29_12_03_43_225.jpg,C:\Users\user\OneDrive\Рабочий стол\IMG\left_2023_04_29_12_03_43_225.jpg,C:\Users\user\OneDrive\Рабочий стол\IMG\right_2023_04_29_12_03_43_225.jpg,0,0,0,1.905752E-06
C:\Users\user\OneDrive\Рабочий стол\IMG\center_2023_04_29_12_03_43_305.jpg,C:\Users\user\OneDrive\Рабочий стол\IMG\left_2023_04_29_12_03_43_305.jpg,C:\Users\user\OneDrive\Рабочий стол\IMG\right_2023_04_29_12_03_43_305.jpg,0,0,0,6.35785E-06
C:\Users\user\OneDrive\Рабочий стол\IMG\center_2023_04_29_12_03_43_373.jpg,C:\Users\user\OneDrive\Рабочий стол\IMG\left_2023_04_29_12_03_43_373.jpg,C:\Users\user\OneDrive\Рабочий стол\IMG\right_2023_04_29_12_03_43_373.jpg,0,0,0,5.758344E-06
C:\Users\user\OneDrive\Рабочий стол\IMG\center_2023_04_29_12_03_43_441.jpg,C:\Users\user\OneDrive\Рабочий стол\IMG\left_2023_04_29_12_03_43_441.jpg,C:\Users\user\OneDrive\Рабочий стол\IMG\right_2023_04_29_12_03_43_441.jpg,0,0,0,6.860454E-06
C:\Users\user\OneDrive\Рабочий стол\IMG\center_2023_04_29_12_03_43_511.jpg,C:\Users\user\OneDrive\Рабочий стол\IMG\left_2023_04_29_12_03_43_511.jpg,C:\Users\user\OneDrive\Рабочий стол\IMG\right_2023_04_29_12_03_43_511.jpg,-0.05,0.1030632,0,0.06929658
C:\Users\user\OneDrive\Рабочий стол\IMG\center_2023_04_29_12_03_43_592.jpg,C:\Users\user\OneDrive\Рабочий стол\IMG\left_2023_04_29_12_03_43_592.jpg,C:\Users\user\OneDrive\Рабочий стол\IMG\right_2023_04_29_12_03_43_592.jpg,-0.25,0.3046341,0,0.2420518
C:\Users\user\OneDrive\Рабочий стол\IMG\center_2023_04_29_12_03_43_664.jpg,C:\Users\user\OneDrive\Рабочий стол\IMG\left_2023_04_29_12_03_43_664.jpg,C:\Users\user\OneDrive\Рабочий стол\IMG\right_2023_04_29_12_03_43_664.jpg,-0.4,0.5229144,0,0.5835041
